 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4,aureme5
m7_R12768,0,0,0,0,0,0,1,0,0,0,0,0,0
m7_R12963,0,0,0,0,0,0,1,0,0,0,0,0,0
m8_R00001__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R00001__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R00292__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R00292__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01105__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01105__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01105__vacu,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01206__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01206__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01821__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R01821__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02078__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02108__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02108__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02112__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02334__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02334__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02887__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02887__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R02950__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R03553__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04176__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04241__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04242__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04273__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04273__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04273__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04273__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04908__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04908__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R04908__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R05197__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R05197__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R05327__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R05556__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R08614__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R08614__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R10910__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R11529__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R11945__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12795__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12795__vacu,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12796__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12796__vacu,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12853__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12853__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12917__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12918__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12919__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12958__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12958__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R12963__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13015__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13041__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13041__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13042__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13042__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13043__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13047__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13051__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13052__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13065__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13081__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13108__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13108__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13109__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13109__nucl,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13148__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13176__mito,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13178__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_R13179__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_e_Biomass__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_e_Cofactor__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_e_Protein__cytop,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000049_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000067_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000150_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000411_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000424_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000610_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000769_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000770_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000822_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000830_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000853_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000923_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0000926_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0001759_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0002175_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0002279_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0003077_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0003282_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0008721_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0009049_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011574_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011612_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011623_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011673_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011684_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011691_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011893_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0011953_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0012000_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0012174_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0012344_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0012381_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0014859_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0018044_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI0019610_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI1000281_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI2000167_extr__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI2000431_extr__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI2012347_extr__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI2012785_extr__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI2012801_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI2020939_extr__extr,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000031_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000040_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000046_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000050_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000050_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000059_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000059_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000061_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000061_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000063_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000063_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000066_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000066_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000070_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000070_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000171_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000171_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000175_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000175_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000191_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000191_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000207_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000208_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000208_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000239_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000239_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000243_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000243_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000268_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000268_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000270_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000270_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000272_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000272_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000275_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000275_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000277_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000277_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000278_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000280_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000280_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000282_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000282_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000287_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000288_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000288_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000293_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000293_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000294_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000294_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000296_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000297_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000297_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000473_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000476_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000476_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000479_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000482_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000482_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000484_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000484_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000490_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000490_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000493_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000493_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000497_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000497_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000504_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000504_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000506_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000506_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000511_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000511_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000514_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000514_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000518_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000518_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000528_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000528_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000532_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000532_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000535_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000535_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000550_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000550_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000552_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000552_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000562_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000562_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000569_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000576_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000579_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000579_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000587_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000589_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000590_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000590_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000596_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000599_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000599_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000602_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000610_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000610_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000641_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000642_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000642_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000650_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000650_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000652_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000652_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000654_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000654_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000658_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000658_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000665_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000666_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000666_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000667_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000667_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000669_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000669_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000684_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000684_pero__pero,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000688_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000689_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000690_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000694_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000695_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000697_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000740_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000740_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000781_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000781_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000878_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000878_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000947_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000947_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3000968_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001056_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001061_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001069_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001073_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001077_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001086_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001112_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001119_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001125_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001135_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001155_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001172_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001182_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001187_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001188_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001194_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001195_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001195_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001229_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001229_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001233_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001238_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001241_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001241_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001250_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001271_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001271_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001291_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001302_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001305_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001341_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001351_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001424_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001509_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001535_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001536_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001536_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001537_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001541_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001644_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001644_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001648_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3001648_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3002104_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3002106_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3002185_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3002201_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3002205_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TI3002208_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000301_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000410_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000463_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000474_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000530_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000595_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000676_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000679_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000761_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000895_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0000924_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001291_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001295_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001306_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001334_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001423_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001529_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001659_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0001897_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0002073_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0002198_vacmem__vacmem,0,0,0,0,0,0,0,1,0,0,0,0,0
m8_TO0002257_cytmem__cytmem,0,0,0,0,0,0,0,1,0,0,0,0,0
