MNXR_id,GPR_ref,GPR_au,GPR_cv,GPR_me,GPR_ms,GPR_pt,GPR_rm,GPR_rk,GPR_rc,GPR_rec,rxns_ref,rxns_au,rxns_cv,rxns_me,rxns_ms,rxns_pt,rxns_rm,rxns_rk,rxns_rc,rxns_rec
MNXR123936,N/A,N/A,N/A,N/A,N/A,N/A,110673989 or 110676327 or 5570118 or 5570692 or 5571467 or 5574633,N/A,110673989 or 110676327 or 5570118 or 5570692 or 5571467 or 5574633,N/A,N/A,N/A,N/A,N/A,N/A,"TRANS_RXN_177_CPD_19740/CARNITINE//CPD_19740/CARNITINE.41., TRANS_RXN_177_CPD_19742/CARNITINE//CPD_19742/CARNITINE.41., TRANS_RXN_177_CPD_419/CARNITINE//CPD_419/CARNITINE.37.",TRANS_RXN_177,N/A,TRANS_RXN_177,N/A
MNXR107081,N/A,N/A,N/A,5571932,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R01600__in,R_rxn01169_m0,N/A,N/A,N/A,N/A,N/A
MNXR123478,N/A,5568007 or 5573696,N/A,N/A,N/A,5568007 or 5573696,5573696,N/A,5573696,N/A,N/A,RXN1G_1436,N/A,N/A,N/A,RXN1G_1436,RXN1G_1436,N/A,RXN1G_1436,N/A
MNXR97686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DOGULNO1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR113401,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R10013__in,N/A,N/A,N/A,R10013,R10013,N/A
MNXR190450,N/A,N/A,N/A,N/A,N/A,N/A,5571448,N/A,5571448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_14090,N/A,RXN_14090,N/A
MNXR122998,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn25848_c0,N/A,N/A,N/A,N/A,N/A
MNXR123699,N/A,N/A,N/A,N/A,N/A,N/A,5564381,N/A,5564381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN66_2,N/A,RXN66_2,N/A
MNXR96501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn12192_c
MNXR123321,N/A,5567076,N/A,N/A,N/A,5567076,N/A,N/A,N/A,N/A,N/A,RXN0_6563,N/A,N/A,N/A,RXN0_6563,N/A,N/A,N/A,N/A
MNXR163113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TSACGLUCtev,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5565030 or 5572369,rub:GBA63_11955,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R03050,"rxn33391_c, rxn34626_c"
MNXR111352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110679834 or 110681357 or 23687553 or 5569767 or 5570230 or 5570232 or 5572933,110679834 or 110681357 or 23687553 or 5569767 or 5570230 or 5570232 or 5572933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07763,R07763,N/A
MNXR104620,N/A,N/A,N/A,N/A,N/A,N/A,5567927 or 5573979 or 5575728,N/A,5567927 or 5573979 or 5575728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRANS_RXN_121,N/A,TRANS_RXN_121,N/A
MNXR195833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5566854 or 5566855 or 5566856 or 5566857 or 5566858,5566854 or 5566855 or 5566856 or 5566857 or 5566858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12959,R12959,N/A
MNXR114869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R11577__in,N/A,N/A,N/A,R11577,R11577,N/A
MNXR113557,N/A,5577639,N/A,N/A,N/A,5577639,5577639,N/A,5577639,N/A,N/A,RXN_13355,N/A,N/A,N/A,RXN_13355,RXN_13355,N/A,RXN_13355,N/A
MNXR211682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR163523,N/A,N/A,N/A,5570159,N/A,N/A,N/A,5570159 or 5571857,5570159 or 5571857,N/A,N/A,N/A,N/A,R11892__in,N/A,N/A,N/A,R11892,R11892,N/A
MNXR118027,N/A,5573604 or 5573606,N/A,N/A,N/A,5573604 or 5573606,N/A,N/A,N/A,N/A,N/A,RXN_13327,N/A,N/A,N/A,RXN_13327,N/A,N/A,N/A,N/A
MNXR158464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR211797,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR146848,N/A,110675145 or 5566541 or 5577453 or 5577482 or 5577930,N/A,N/A,N/A,110675145 or 5566541 or 5577453 or 5577482 or 5577930,5577482,N/A,5577482,N/A,N/A,CYTOCHROME_B5_REDUCTASE_RXN,N/A,N/A,N/A,CYTOCHROME_B5_REDUCTASE_RXN,CYTOCHROME_B5_REDUCTASE_RXN,N/A,CYTOCHROME_B5_REDUCTASE_RXN,N/A
MNXR103573,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE1918C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR207523,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_22624,N/A,N/A,N/A,N/A
MNXR121671,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_3482,N/A,N/A,N/A,N/A
MNXR122847,N/A,N/A,N/A,N/A,N/A,110675236 or 110680920 or 110681118 or 5563869 or 5565951 or 5567894 or 5568814 or 5568917 or 5569887 or 5570005 or 5570229 or 5572161 or 5573417 or 5573603 or 5573927 or 5573929 or 5573931 or 5575559 or 5577268 or 5579662,5565619,N/A,5565619,N/A,N/A,N/A,N/A,N/A,N/A,"RXN_9518, RXN66_619",RXN_9518,N/A,RXN_9518,N/A
MNXR190958,N/A,N/A,N/A,5563904 or 5572081 or 5572923 or 5575271 or 5576217,N/A,N/A,5563904,5563904 or 5572923,5563904,magn:WV31_02905 or msd:MYSTI_05936 or nao:Y958_07130 or pla:Plav_1403 or rfr:Rfer_1890,N/A,N/A,N/A,"R04204__in, R04204__in",N/A,N/A,TIGLYLCOA_HYDROXY_RXN,R04204,TIGLYLCOA_HYDROXY_RXN,rxn37861_c
MNXR148973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ntp:CRH09_34815 or ock:EXM22_03215 or ssm:Spirs_2889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn06781_c
MNXR190462,N/A,N/A,N/A,5574197 or 5575668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R00829__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95558,N/A,N/A,5575519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"AGPAT120, R_AGPAT120",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103961,5568408 or 5568410 or 5572935 or 5575604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"RE3557C, RE3557M, RE3557R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR100776,5572787,110680398 or 5572787,N/A,5572787,N/A,110680398 or 5572787,N/A,110680398 or 5572787,110680398 or 5572787,N/A,MI34PP,RXN_10960,N/A,"R04372__in, R04372__in",N/A,RXN_10960,N/A,R04372,RXN_10960,N/A
MNXR103487,5566412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE0925R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR145582,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"METS, R_METS",N/A,"R_rxn00693_c0, R_rxn00693_d0, R_rxn00693_x0, rxn00693_c0, rxn00693_d0, rxn00693_x0",N/A,N/A,N/A,N/A,N/A
MNXR117850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_13005,N/A,N/A,N/A,N/A
MNXR147786,N/A,N/A,N/A,5567302 or 5567303 or 5567308 or 5573283 or 5576443 or 5576852 or 5578658,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07291__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115649,N/A,5567259,N/A,N/A,N/A,5567259,N/A,N/A,N/A,N/A,N/A,6PGLUCONDEHYDROG_RXN,N/A,N/A,N/A,6PGLUCONDEHYDROG_RXN,N/A,N/A,N/A,N/A
MNXR158353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR149745,N/A,N/A,N/A,110674175 or 110675241 or 23687786 or 5564380 or 5564381 or 5564382 or 5564748 or 5564757 or 5565588 or 5567034 or 5567661 or 5568445 or 5569821 or 5569823 or 5571141 or 5572180 or 5572441 or 5573422 or 5573423 or 5573424 or 5575451 or 5575453 or 5575901 or 5579928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07046__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR192596,N/A,N/A,N/A,110676307,N/A,N/A,N/A,110676307,N/A,N/A,N/A,N/A,N/A,R03534__in,N/A,N/A,N/A,R03534,N/A,N/A
MNXR121995,N/A,5573623,N/A,N/A,N/A,5573623,N/A,N/A,N/A,N/A,N/A,RXN_7669,N/A,N/A,N/A,RXN_7669,N/A,N/A,N/A,N/A
MNXR111710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5568445 or 5572380,5568445 or 5572380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R08132,R08132,N/A
MNXR158515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR166698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5573654,5573654,dex:HWD60_10980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R04326,R04326,rxn35343_c
MNXR99807,5575690 or AAEL012002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,G14T15g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158656,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE0918C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR101669,N/A,N/A,5565621 or 5569442 or 5579653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_MN2t3pp,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119778,N/A,5565886 or 5565887 or 5565914 or 5566902 or 5568049 or 5574512 or 5580011,N/A,N/A,N/A,5565886 or 5565887 or 5565914 or 5566902 or 5568049 or 5574512 or 5580011,N/A,N/A,N/A,N/A,N/A,RXN_16020,N/A,N/A,N/A,RXN_16020,N/A,N/A,N/A,N/A
MNXR146717,N/A,5568261,N/A,5568261,N/A,5568261,5568261,5568261,5568261,rmr:Rmar_1187,N/A,RXN_10642,N/A,R04972__in,N/A,RXN_10642,RXN_10642,R04972,RXN_10642,rxn35415_c
MNXR208164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23447,N/A,N/A,N/A,N/A
MNXR146137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,toc:Toce_1246 or vai:BU251_01165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn06445_c
MNXR102343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"PAN4PP, PAN4PPe",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE1941C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115719,N/A,5565604 or 5565617 or 5565700 or 5567616,N/A,N/A,N/A,5565604 or 5565617 or 5565700 or 5567616,N/A,N/A,N/A,N/A,N/A,ARYLESTERASE_RXN,N/A,N/A,N/A,ARYLESTERASE_RXN,N/A,N/A,N/A,N/A
MNXR188988,N/A,5571454 or 5574636,5571454 or 5574636,N/A,N/A,5571454 or 5574636,N/A,5571454 or 5574636,5571454 or 5574636,ccb:Clocel_1840 or gba:J421_3839 or tdi:AUW17_02515 or tpx:Turpa_2698,N/A,URKI_RXN,"R_URIK2, URIK2",N/A,N/A,URKI_RXN,N/A,R00968,URKI_RXN,rxn38833_c
MNXR189797,N/A,N/A,N/A,5563572 or 5564303 or 5566375 or 5567377 or 5572477 or 5576998,N/A,N/A,N/A,5563572 or 5564303 or 5566375 or 5567377 or 5574483 or 5576998,5563572 or 5564303 or 5566375 or 5567377 or 5574483 or 5576998,N/A,N/A,N/A,N/A,R10928__in,N/A,N/A,N/A,R10928,R10928,N/A
MNXR175412,N/A,110675186 or 5563778 or 5563848 or 5563977 or 5564098 or 5565054 or 5565269 or 5567128 or 5568276 or 5569216 or 5569337 or 5569499 or 5570317 or 5572267 or 5572443 or 5572510 or 5572571 or 5572871 or 5573885 or 5574716 or 5576108 or 5576109 or 5576668 or 5579242,N/A,N/A,N/A,110675186 or 5563778 or 5563848 or 5563977 or 5564098 or 5565054 or 5565269 or 5567128 or 5568276 or 5569216 or 5569337 or 5569499 or 5570317 or 5572267 or 5572443 or 5572510 or 5572571 or 5572871 or 5573885 or 5574716 or 5576108 or 5576109 or 5576668 or 5579242,N/A,N/A,N/A,N/A,N/A,DNA_DIRECTED_DNA_POLYMERASE_RXN,N/A,N/A,N/A,DNA_DIRECTED_DNA_POLYMERASE_RXN,N/A,N/A,N/A,N/A
MNXR96060,N/A,N/A,5579278,5579278,N/A,N/A,5579278,N/A,5579278,N/A,N/A,N/A,"ASNS2, R_ASNS2",R00483__in,N/A,N/A,ASNSYNA_RXN,N/A,ASNSYNA_RXN,N/A
MNXR189852,N/A,N/A,110681137 or 23687721 or 23687788 or 5566879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_SADT2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115035,N/A,110675562 or 110680820 or 5569383 or 5570092 or 5571748 or 5575498 or 5577406 or 5579949,N/A,N/A,N/A,110675562 or 110680820 or 5569383 or 5570092 or 5571748 or 5575498 or 5577406 or 5579949,N/A,N/A,N/A,N/A,N/A,2.1.1.125_RXN,N/A,N/A,N/A,2.1.1.125_RXN,N/A,N/A,N/A,N/A
MNXR100681,5570153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HOXG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ADCim,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121132,N/A,5563900 or 5573467 or 5579061 or 5579062 or 5579878,N/A,N/A,N/A,5563900 or 5573467 or 5579061 or 5579062 or 5579878,5572000,N/A,5572000,N/A,N/A,RXN_17740,N/A,N/A,N/A,RXN_17740,RXN_17740,N/A,RXN_17740,N/A
MNXR164757,N/A,5569601 or 5570994,N/A,N/A,N/A,5569601 or 5570994,N/A,N/A,N/A,N/A,N/A,RXN_20347,N/A,N/A,N/A,RXN_20347,N/A,N/A,N/A,N/A
MNXR111522,N/A,N/A,N/A,110674175 or 110675241 or 23687786 or 5564380 or 5564381 or 5564382 or 5564748 or 5564757 or 5565588 or 5568445 or 5569821 or 5569823 or 5571141 or 5572180 or 5572441 or 5573422 or 5573423 or 5573424 or 5575451 or 5575453 or 5575901 or 5579928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07939__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR188761,N/A,5568633 or 5576671,N/A,5566155 or 5566159,N/A,N/A,N/A,5566155 or 5566159,5566155 or 5566159,N/A,N/A,RXN_9545,N/A,R07760__in,N/A,N/A,N/A,R07760,RXN_9545,N/A
MNXR145625,N/A,5565995 or 5574784 or 5574905,N/A,N/A,N/A,5565995 or 5574784 or 5574905,N/A,N/A,N/A,N/A,N/A,RXN_10940,N/A,N/A,N/A,RXN_10940,N/A,N/A,N/A,N/A
MNXR104802,5576483,5568961 or 5576483,N/A,5576483,N/A,5568961 or 5576483,N/A,5576483,5576483,pmeg:FNZ07_33295,THBPT4ACAMDASE,RXN_7908,N/A,R04734__in,N/A,RXN_7908,N/A,R04734,R04734,rxn03236_c
MNXR192770,N/A,N/A,N/A,110680827 or 5576273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12683__in,N/A,N/A,N/A,R12683,R12683,N/A
MNXR104325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_EX_slnt_e, R_SELTt",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119248,N/A,5577641 or 5577642,N/A,N/A,N/A,5577641 or 5577642,5577642,N/A,5577642,N/A,N/A,RXN_15261,N/A,N/A,N/A,RXN_15261,RXN_15261,N/A,RXN_15261,N/A
MNXR109941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5564160,5564160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R05917,R05917,N/A
MNXR146703,N/A,N/A,N/A,110676362 or 110676363 or 110676364 or 110676920 or 5563935 or 5563937 or 5564273 or 5565896 or 5566062 or 5566412 or 5567152 or 5570357 or 5570789 or 5571019 or 5571022 or 5571109 or 5571297 or 5571298 or 5572427 or 5572436 or 5572439 or 5573284 or 5573287 or 5573288 or 5573298 or 5575606 or 5575669 or 5576969 or 5576970 or 5576971 or 5576972 or 5576973 or 5577068 or 5577070,N/A,N/A,N/A,110676362 or 110676363 or 110676364 or 110676920 or 5563935 or 5563937 or 5564273 or 5565896 or 5566062 or 5566412 or 5567152 or 5570357 or 5570789 or 5571019 or 5571022 or 5571109 or 5571297 or 5571298 or 5572427 or 5572436 or 5572439 or 5573284 or 5573287 or 5573288 or 5573298 or 5575606 or 5575669 or 5576969 or 5576970 or 5576971 or 5576972 or 5576973 or 5577068 or 5577070,N/A,N/A,N/A,N/A,N/A,R03091__in,N/A,N/A,N/A,R03091,N/A,N/A
MNXR110497,N/A,5567119,N/A,N/A,N/A,5567119,N/A,N/A,N/A,N/A,N/A,RXN_11784,N/A,N/A,N/A,RXN_11784,N/A,N/A,N/A,N/A
MNXR211401,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR110726,N/A,N/A,N/A,5574675 or 5574682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07013__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR209095,N/A,N/A,N/A,N/A,N/A,5577531,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23600,N/A,N/A,N/A,N/A
MNXR122480,N/A,N/A,N/A,N/A,N/A,N/A,110680481 or 5563963,N/A,110680481 or 5563963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_8782,N/A,RXN_8782,N/A
MNXR189297,N/A,N/A,N/A,N/A,N/A,N/A,5579488,N/A,5579488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_14816,N/A,RXN_14816,N/A
MNXR211493,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR188458,5565520,N/A,N/A,N/A,N/A,N/A,N/A,5565520,N/A,N/A,"MTHFD2, MTHFD2m",N/A,N/A,N/A,N/A,N/A,N/A,R01218,N/A,N/A
MNXR191055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR156596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR148053,N/A,N/A,N/A,5566270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R03176__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR163868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110680286 or 5565758 or 5567681,110680286 or 5565758 or 5567681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12482,R12482,N/A
MNXR116139,N/A,N/A,N/A,N/A,N/A,N/A,5574096,N/A,5574096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PNP_RXN,N/A,PNP_RXN,N/A
MNXR136012,N/A,N/A,N/A,5577181 or 5577732 or 5578124 or 5579813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02333__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR150010,N/A,N/A,N/A,5575301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07607__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103816,5568917 or 5569887 or 5572161 or 5577268 or 5579662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"RE3165C, RE3165R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95711,5564130 or 5564133,N/A,5564133 or 5568977 or 5570890,5564109 or 5564116 or 5564118 or 5564124 or 5564130 or 5564133,N/A,N/A,N/A,5564109 or 5564116 or 5564118 or 5564124 or 5564130 or 5564133 or 5565864 or 5568977 or 5577411,5564109 or 5564116 or 5564118 or 5564124 or 5564130 or 5564133 or 5565864 or 5568977 or 5577411,axe:P40_01805 or camu:CA2015_3401 or cbd:CBUD_1937 or mff:MFFC18_27540 or nko:Niako_2459,"r0245, r0246",N/A,"ALCD19y, R_ALCD19y",R01041__in,N/A,N/A,N/A,R01041,GLYCEROL_DEHYDROGENASE_NADP+_RXN,rxn37671_c
MNXR189836,N/A,N/A,N/A,5565629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R00724__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121817,N/A,5567997 or 5569660 or 5580305,N/A,N/A,N/A,5567997 or 5569660 or 5580305,5569660,N/A,5569660,N/A,N/A,RXN_5472,N/A,N/A,N/A,RXN_5472,RXN_5472,N/A,RXN_5472,N/A
MNXR105323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,moc:BB934_00555,"r0330, r0331",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn01027_c
MNXR148489,N/A,N/A,N/A,110676966 or 110681051 or 5568609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R03983__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103626,5566412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2149R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119559,N/A,110681501 or 23687986,N/A,N/A,N/A,110681501 or 23687986,N/A,N/A,N/A,N/A,N/A,RXN_15712,N/A,N/A,N/A,RXN_15712,N/A,N/A,N/A,N/A
MNXR100750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_EX_hxa_e, R_HXAtex",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR117582,N/A,5565143,N/A,N/A,N/A,5565143,5565143,N/A,5565143,N/A,N/A,RXN_12473,N/A,N/A,N/A,RXN_12473,RXN_12473,N/A,RXN_12473,N/A
MNXR95492,5570455 or 5579820,N/A,5570455 or 5579820,N/A,Unknown,5570455 or 5579820,N/A,N/A,N/A,aql:BXU06_12205 or psl:Psta_2004,AHC,N/A,AHCi,N/A,rxn00141_c0,ADENOSYLHOMOCYSTEINASE_RXN,N/A,N/A,N/A,rxn33400_c
MNXR208161,N/A,N/A,N/A,N/A,N/A,5570587 or 5574675 or 5574682 or 5575813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23443,N/A,N/A,N/A,N/A
MNXR114674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5565850 or 5572805 or 5572806,5565850 or 5572805 or 5572806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R11377,R11377,N/A
MNXR211517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR149087,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R04967__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95055,N/A,N/A,N/A,5569430,N/A,N/A,N/A,5569430,5569430,hag:BB497_05880 or hhh:CLM76_07955,N/A,N/A,N/A,R08227__in,N/A,N/A,N/A,R08227,R08227,rxn11755_c
MNXR111125,N/A,5575872,N/A,5575872,N/A,5575872,N/A,5575872,5575872,mah:MEALZ_3890,N/A,RXN_20119,N/A,R07499__in,N/A,RXN_20119,N/A,R07499,RXN_20119,rxn11681_c
MNXR101680,N/A,5573389 or 5578336,N/A,N/A,N/A,5573389 or 5578336,N/A,N/A,N/A,N/A,N/A,3.6.3.35_RXN,N/A,N/A,N/A,3.6.3.35_RXN,N/A,N/A,N/A,N/A
MNXR160148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR151976,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_rxn02201_c0, R_rxn02201_m0",N/A,N/A,N/A,N/A,N/A
MNXR103820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE3169C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE3464C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
