id,name,id_c,formula,BioCyc_api,name_2,formula_clean
tmao_e,Trimethylamine N-oxide,tmao,['C3H9NO'],META:TRIMETHYLAMINE-N-O,Trimethylamine N-oxide,C3H9NO
ttdca_e,Tetradecanoate (n-C14:0),ttdca,['C14H27O2'],,Tetradecanoate (n-C14:0),C14H27O2
ttrcyc_e,Tetracycline,ttrcyc,['C22H24N2O8'],META:CPD0-1414,Tetracycline,C22H24N2O8
tym_e,Tyramine,tym,['C8H12NO'],META:TYRAMINE,Tyramine,C8H12NO
tyr__L_e,L-Tyrosine,tyr__L,['C9H11NO3'],META:TYR,L-Tyrosine,C9H11NO3
tyrp_e,Phosphotyrosine,tyrp,['C9H10NO6P'],META:CPD-3728,Phosphotyrosine,C9H10NO6P
udpacgal_e,UDP-N-acetyl-D-galactosamine,udpacgal,['C17H25N3O17P2'],META:UDP-N-ACETYL-GALACTOSAMINE,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2
udpg_e,UDPglucose,udpg,['C15H22N2O17P2'],META:CPD-12575,UDPglucose,C15H22N2O17P2
urea_e,Urea CH4N2O,urea,"['CH5N2O', 'CH4N2O']",META:UREA,Urea,"CH5N2O', 'CH4N2O"
uri_e,Uridine,uri,['C9H12N2O6'],META:URIDINE,Uridine,C9H12N2O6
val__L_e,L-Valine,val__L,['C5H11NO2'],META:VAL,L-Valine,C5H11NO2
xan_e,Xanthine,xan,['C5H4N4O2'],META:XANTHINE,Xanthine,C5H4N4O2
xmp_e,Xanthosine 5'-phosphate,xmp,['C10H11N4O9P'],META:XANTHOSINE-5-PHOSPHATE,Xanthosine 5'-phosphate,C10H11N4O9P
xtsn_e,Xanthosine,xtsn,['C10H12N4O6'],META:XANTHOSINE,Xanthosine,C10H12N4O6
xyl__D_e,D-Xylose,xyl__D,['C5H10O5'],META:D-Xylopyranose,D-Xylose,C5H10O5
zn2_e,Zinc,zn2,['Zn'],META:ZN+2,Zinc,Zn
12dgr120_p,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",12dgr120,['C27H52O5'],,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",C27H52O5
12dgr120_c,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",12dgr120,['C27H52O5'],,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",C27H52O5
12dgr140_p,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",12dgr140,['C31H60O5'],,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",C31H60O5
12dgr140_c,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",12dgr140,['C31H60O5'],,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",C31H60O5
12dgr161_p,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",12dgr161,['C35H64O5'],,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",C35H64O5
12dgr161_c,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",12dgr161,['C35H64O5'],,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",C35H64O5
12dgr180_p,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",12dgr180,['C39H76O5'],,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",C39H76O5
12dgr180_c,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",12dgr180,['C39H76O5'],,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",C39H76O5
12dgr181_p,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",12dgr181,['C39H72O5'],,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",C39H72O5
12dgr181_c,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",12dgr181,['C39H72O5'],,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",C39H72O5
12ppd__S_p,"(S)-Propane-1,2-diol",12ppd__S,['C3H8O2'],META:PROPANE-1-2-DIOL,"(S)-Propane-1,2-diol",C3H8O2
14glucan_p,"1,4-alpha-D-glucan",14glucan,"['C36H62O31', 'C6H10O5', 'C6H11O5R']",META:1-4-alpha-D-Glucan,"1,4-alpha-D-glucan","C36H62O31', 'C6H10O5', 'C6H11O5R"
14glucan_c,"1,4-alpha-D-glucan",14glucan,"['C36H62O31', 'C6H10O5', 'C6H11O5R']",META:1-4-alpha-D-Glucan,"1,4-alpha-D-glucan","C36H62O31', 'C6H10O5', 'C6H11O5R"
23ccmp_e,"2',3'-Cyclic CMP",23ccmp,['C9H11N3O7P'],META:CPD-3713,"2',3'-Cyclic CMP",C9H11N3O7P
23ccmp_p,"2',3'-Cyclic CMP",23ccmp,['C9H11N3O7P'],META:CPD-3713,"2',3'-Cyclic CMP",C9H11N3O7P
23cgmp_e,"2',3'-Cyclic GMP",23cgmp,['C10H11N5O7P'],META:CPD-3709,"2',3'-Cyclic GMP",C10H11N5O7P
23cgmp_p,"2',3'-Cyclic GMP",23cgmp,['C10H11N5O7P'],META:CPD-3709,"2',3'-Cyclic GMP",C10H11N5O7P
23cump_p,"2',3'-Cyclic UMP",23cump,['C9H10N2O8P'],META:CPD-3725,"2',3'-Cyclic UMP",C9H10N2O8P
h2o_p,H2O H2O,h2o,['H2O'],META:CPD-15815,,H2O
3ump_p,3  UMP C9H11N2O9P,3ump,['C9H11N2O9P'],META:CPD-3724,3  UMP,C9H11N2O9P
h_p,H+,h,['H'],META:PROTON,+,H
3gmp_p,Guanosine 3  phosphate C10H12N5O8P,3gmp,['C10H12N5O8P'],META:CPD-3708,Guanosine 3  phosphate,C10H12N5O8P
2ddecg3p_p,2-dodecanoyl-sn-glycerol 3-phosphate,2ddecg3p,['C15H30O7P1'],,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P1
2ddecg3p_c,2-dodecanoyl-sn-glycerol 3-phosphate,2ddecg3p,['C15H30O7P1'],,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P1
2tdecg3p_p,2-tetradecanoyl-sn-glycerol 3-phosphate,2tdecg3p,['C17H34O7P1'],,2-tetradecanoyl-sn-glycerol 3-phosphate,C17H34O7P1
2tdecg3p_c,2-tetradecanoyl-sn-glycerol 3-phosphate,2tdecg3p,['C17H34O7P1'],,2-tetradecanoyl-sn-glycerol 3-phosphate,C17H34O7P1
2odecg3p_p,2-octadecanoyl-sn-glycerol 3-phosphate,2odecg3p,['C21H42O7P1'],META:CPD-17274,2-octadecanoyl-sn-glycerol 3-phosphate,C21H42O7P1
2odecg3p_c,2-octadecanoyl-sn-glycerol 3-phosphate,2odecg3p,['C21H42O7P1'],META:CPD-17274,2-octadecanoyl-sn-glycerol 3-phosphate,C21H42O7P1
2odec11eg3p_p,2-octadec-11-enoyl-sn-glycerol 3-phosphate,2odec11eg3p,['C21H40O7P1'],,2-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H40O7P1
2odec11eg3p_c,2-octadec-11-enoyl-sn-glycerol 3-phosphate,2odec11eg3p,['C21H40O7P1'],,2-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H40O7P1
2agpe140_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),2agpe140,['C19H40NO7P1'],META:CPD0-2165,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P1
2agpe140_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),2agpe140,['C19H40NO7P1'],META:CPD0-2165,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P1
2agpe141_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),2agpe141,['C19H38NO7P1'],,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P1
2agpe141_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),2agpe141,['C19H38NO7P1'],,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P1
ttdcea_c,Tetradecenoate (n-C14:1),ttdcea,['C14H25O2'],,Tetradecenoate (n-C14:1),C14H25O2
amp_c,AMP C10H12N5O7P,amp,['C10H12N5O7P'],META:AMP,AMP,C10H12N5O7P
pe141_c,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",pe141,['C33H62N1O8P1'],,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62N1O8P1
2agpg160_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),2agpg160,['C22H44O9P1'],META:CPD-8363,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P1
2agpg160_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),2agpg160,['C22H44O9P1'],META:CPD-8363,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P1
2agpg161_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),2agpg161,['C22H42O9P1'],,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P1
2agpg161_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),2agpg161,['C22H42O9P1'],,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P1
2agpg180_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),2agpg180,['C24H48O9P1'],META:CPD0-2133,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P1
2agpg180_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),2agpg180,['C24H48O9P1'],META:CPD0-2133,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P1
2agpg181_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),2agpg181,['C24H46O9P1'],,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),C24H46O9P1
2agpg181_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),2agpg181,['C24H46O9P1'],,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),C24H46O9P1
2agpg120_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),2agpg120,['C18H36O9P1'],,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),C18H36O9P1
ddca_c,Dodecanoate (n-C12:0),ddca,['C12H23O2'],,Dodecanoate (n-C12:0),C12H23O2
pg120_c,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",pg120,['C30H58O10P1'],,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P1
2agpg141_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),2agpg141,['C20H38O9P1'],,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P1
pg141_c,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",pg141,['C34H62O10P1'],,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P1
hdca_c,Hexadecanoate (n-C16:0),hdca,['C16H31O2'],META:PALMITATE,Hexadecanoate (n-C16:0),C16H31O2
pg160_c,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",pg160,"['C38H74O10P', 'C38H74O10P1']",META:CPD-8260,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)","C38H74O10P', 'C38H74O10P1"
ocdca_c,Octadecanoate (n-C18:0),ocdca,['C18H35O2'],META:STEARIC_ACID,Octadecanoate (n-C18:0),C18H35O2
pg180_c,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",pg180,['C42H82O10P1'],META:CPD-12822,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P1
2dhguln_c,2-Dehydro-L-gulonate,2dhguln,['C6H9O7'],,2-Dehydro-L-gulonate,C6H9O7
nadh_c,Nicotinamide adenine dinucleotide - reduced,nadh,['C21H27N7O14P2'],META:NADH,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2
glcn_c,D-Gluconate,glcn,['C6H11O7'],META:GLUCONATE,D-Gluconate,C6H11O7
idon__L_c,L-Idonate,idon__L,['C6H11O7'],META:L-IDONATE,L-Idonate,C6H11O7
2mahmp_c,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,2mahmp,['C6H8N3O7P2'],META:AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,C6H8N3O7P2
4ampm_c,4-Amino-2-methyl-5-phosphomethylpyrimidine,4ampm,['C6H8N3O4P'],,4-Amino-2-methyl-5-phosphomethylpyrimidine,C6H8N3O4P
3amp_p,3  AMP C10H12N5O7P,3amp,['C10H12N5O7P'],META:CPD-3706,3  AMP,C10H12N5O7P
3hcddec5eACP_c,(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein],3hcddec5eACP,"['C23H41N2O9PRS', 'C396H623O144N96P1S3']",,(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein],"C23H41N2O9PRS', 'C396H623O144N96P1S3"
t3c5ddeceACP_c,Trans-3-cis-5-dodecenoyl-[acyl-carrier protein],t3c5ddeceACP,"['C396H621O143N96P1S3', 'C23H39N2O8PRS']",,Trans-3-cis-5-dodecenoyl-[acyl-carrier protein],"C396H621O143N96P1S3', 'C23H39N2O8PRS"
3hpalmACP_c,R-3-hydroxypalmitoyl-[acyl-carrier protein],3hpalmACP,"['C27H51N2O9PRS', 'C400H633O144N96P1S3', 'C16H31O2SR']",,R-3-hydroxypalmitoyl-[acyl-carrier protein],"C27H51N2O9PRS', 'C400H633O144N96P1S3', 'C16H31O2SR"
tpalm2eACP_c,Trans-Hexadec-2-enoyl-[acyl-carrier protein],tpalm2eACP,"['C27H49N2O8PRS', 'C16H29OSR', 'C400H631O143N96P1S3']",META:2-Hexadecenoyl-ACPs,Trans-Hexadec-2-enoyl-[acyl-carrier protein],"C27H49N2O8PRS', 'C16H29OSR', 'C400H631O143N96P1S3"
3hcpalm9eACP_c,(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein],3hcpalm9eACP,"['C27H49N2O9PRS', 'C400H631O144N96P1S3']",,(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein],"C27H49N2O9PRS', 'C400H631O144N96P1S3"
t3c9palmeACP_c,Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],t3c9palmeACP,"['C27H47N2O8PRS', 'C400H629O143N96P1S3']",,Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],"C27H47N2O8PRS', 'C400H629O143N96P1S3"
3hoctaACP_c,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein],3hoctaACP,"['C18H35O2SR', 'C402H637O144N96P1S3', 'C29H55N2O9PRS']",,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein],"C18H35O2SR', 'C402H637O144N96P1S3', 'C29H55N2O9PRS"
toctd2eACP_c,Trans-octadec-2-enoyl-[acyl-carrier protein],toctd2eACP,"['C402H635O143N96P1S3', 'C18H33OSR', 'C29H53N2O8PRS']",META:Octadec-2-enoyl-ACPs,Trans-octadec-2-enoyl-[acyl-carrier protein],"C402H635O143N96P1S3', 'C18H33OSR', 'C29H53N2O8PRS"
3hoctACP_c,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein],3hoctACP,"['C19H35N2O9PRS', 'C392H617O144N96P1S3', 'C8H15O2SR']",META:3-Hydroxy-octanoyl-ACPs,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein],"C19H35N2O9PRS', 'C392H617O144N96P1S3', 'C8H15O2SR"
toct2eACP_c,Trans-Oct-2-enoyl-[acyl-carrier protein],toct2eACP,"['C19H33N2O8PRS', 'C8H13OSR', 'C392H615O143N96P1S3']",META:2-Octenoyl-ACPs,Trans-Oct-2-enoyl-[acyl-carrier protein],"C19H33N2O8PRS', 'C8H13OSR', 'C392H615O143N96P1S3"
3hpp_p,3-Hydroxypropanoate,3hpp,['C3H5O3'],META:3-HYDROXY-PROPIONATE,3-Hydroxypropanoate,C3H5O3
3hpp_c,3-Hydroxypropanoate,3hpp,['C3H5O3'],META:3-HYDROXY-PROPIONATE,3-Hydroxypropanoate,C3H5O3
3dhguln_c,3-Dehydro-L-gulonate,3dhguln,['C6H9O7'],META:3-KETO-L-GULONATE,3-Dehydro-L-gulonate,C6H9O7
3dhgulnp_c,3-keto-L-gulonate-6-phosphate,3dhgulnp,['C6H8O10P'],META:CPD-2343,3-keto-L-gulonate-6-phosphate,C6H8O10P
pi_p,Phosphate,pi,"['H1O4P', 'HPO4', 'HO4P']",META:CPD-16459,Phosphate,"H1O4P', 'HPO4', 'HO4P"
uri_p,Uridine,uri,['C9H12N2O6'],META:URIDINE,Uridine,C9H12N2O6
gsn_p,Guanosine,gsn,"['C10H13N5O5', 'C10H12N5O5']",META:GUANOSINE,Guanosine,"C10H13N5O5', 'C10H12N5O5"
3oddecACP_c,3-Oxododecanoyl-[acyl-carrier protein],3oddecACP,"['C24H43N2O9PRS', 'C23H41N2O9PRS', 'C396H623O144N96P1S3', 'C12H21O2SR']",META:3-oxo-dodecanoyl-ACPs,3-Oxododecanoyl-[acyl-carrier protein],"C24H43N2O9PRS', 'C23H41N2O9PRS', 'C396H623O144N96P1S3', 'C12H21O2SR"
nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,nadph,['C21H26N7O17P3'],META:NADPH,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3
3hddecACP_c,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein],3hddecACP,"['C12H23O2SR', 'C23H43N2O9PRS', 'C396H625O144N96P1S3']",,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein],"C12H23O2SR', 'C23H43N2O9PRS', 'C396H625O144N96P1S3"
3ocddec5eACP_c,3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein],3ocddec5eACP,"['C396H621O144N96P1S3', 'C23H39N2O9PRS']",,3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein],"C396H621O144N96P1S3', 'C23H39N2O9PRS"
3ocmrs7eACP_c,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein],3ocmrs7eACP,"['C25H43N2O9PRS', 'C398H625O144N96P1S3']",,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein],"C25H43N2O9PRS', 'C398H625O144N96P1S3"
3hcmrs7eACP_c,(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein],3hcmrs7eACP,"['C25H45N2O9PRS', 'C398H627O144N96P1S3']",,(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein],"C25H45N2O9PRS', 'C398H627O144N96P1S3"
3opalmACP_c,3-Oxohexadecanoyl-[acyl-carrier protein],3opalmACP,"['C27H49N2O9PRS', 'C16H29O2SR', 'C400H631O144N96P1S3', 'C16H29O2RS']",META:3-oxo-palmitoyl-ACPs,3-Oxohexadecanoyl-[acyl-carrier protein],"C27H49N2O9PRS', 'C16H29O2SR', 'C400H631O144N96P1S3', 'C16H29O2RS"
3ocpalm9eACP_c,3-oxo-cis-palm-9-eoyl-[acyl-carrier protein],3ocpalm9eACP,"['C400H629O144N96P1S3', 'C27H47N2O9PRS']",,3-oxo-cis-palm-9-eoyl-[acyl-carrier protein],"C400H629O144N96P1S3', 'C27H47N2O9PRS"
3ooctdACP_c,3-Oxooctadecanoyl-[acyl-carrier protein],3ooctdACP,"['C402H635O144N96P1S3', 'C18H33O2SR', 'C29H53N2O9PRS']",,3-Oxooctadecanoyl-[acyl-carrier protein],"C402H635O144N96P1S3', 'C18H33O2SR', 'C29H53N2O9PRS"
malACP_c,Malonyl-[acyl-carrier protein],malACP,"['C3H2O3X', 'C3H2O3RS', 'C387H604O145N96P1S3', 'C3H2O3SR', 'C14H22N2O10PRS']",META:MALONYL-ACP,Malonyl-[acyl-carrier protein],"C3H2O3X', 'C3H2O3RS', 'C387H604O145N96P1S3', 'C3H2O3SR', 'C14H22N2O10PRS"
ocACP_c,Octanoyl-ACP (n-C8:0ACP),ocACP,"['C19H35N2O8PRS', 'C8H15ORS', 'C8H15OSR', 'C392H617O143N96P1S3']",,Octanoyl-ACP (n-C8:0ACP),"C19H35N2O8PRS', 'C8H15ORS', 'C8H15OSR', 'C392H617O143N96P1S3"
3odecACP_c,3-Oxodecanoyl-[acyl-carrier protein],3odecACP,"['C394H619O144N96P1S3', 'C21H37N2O9PRS', 'C10H17O2SR']",META:3-oxo-decanoyl-ACPs,3-Oxodecanoyl-[acyl-carrier protein],"C394H619O144N96P1S3', 'C21H37N2O9PRS', 'C10H17O2SR"
ACP_c,Acyl carrier protein,ACP,"['HSR', 'C384H603N96O142P1S3', 'X', 'HX', 'C11H21N2O7PRS']",META:ACP,Acyl carrier protein,"HSR', 'C384H603N96O142P1S3', 'X', 'HX', 'C11H21N2O7PRS"
co2_c,CO2 CO2,co2,['CO2'],META:CARBON-DIOXIDE,,CO2
dcaACP_c,Decanoyl-ACP (n-C10:0ACP),dcaACP,"['C10H19ORS', 'C394H621O143N96P1S3', 'C21H39N2O8PRS', 'C10H19OSR']",,Decanoyl-ACP (n-C10:0ACP),"C10H19ORS', 'C394H621O143N96P1S3', 'C21H39N2O8PRS', 'C10H19OSR"
ddcaACP_c,Dodecanoyl-ACP (n-C12:0ACP),ddcaACP,"['C12H23OX', 'C23H43N2O8PRS', 'C12H23OSR', 'C396H625O143N96P1S3', 'C12H23ORS']",,Dodecanoyl-ACP (n-C12:0ACP),"C12H23OX', 'C23H43N2O8PRS', 'C12H23OSR', 'C396H625O143N96P1S3', 'C12H23ORS"
3omrsACP_c,3-Oxotetradecanoyl-[acyl-carrier protein],3omrsACP,"['C25H45N2O9PRS', 'C398H627O144N96P1S3', 'C14H25O2SR']",META:3-oxo-myristoyl-ACPs,3-Oxotetradecanoyl-[acyl-carrier protein],"C25H45N2O9PRS', 'C398H627O144N96P1S3', 'C14H25O2SR"
tdeACP_c,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),tdeACP,"['C14H25OX', 'C398H627O143N96P1S3', 'C25H45N2O8PRS']",,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),"C14H25OX', 'C398H627O143N96P1S3', 'C25H45N2O8PRS"
butACP_c,Butyryl-ACP (n-C4:0ACP),butACP,"['C4H7OX', 'C388H609O143N96P1S3', 'C4H7OSR', 'C15H27N2O8PRS']",,Butyryl-ACP (n-C4:0ACP),"C4H7OX', 'C388H609O143N96P1S3', 'C4H7OSR', 'C15H27N2O8PRS"
3ohexACP_c,3-Oxohexanoyl-[acyl-carrier protein],3ohexACP,"['C6H9O2SR', 'C390H611O144N96P1S3', 'C17H29N2O9PRS']",META:3-oxo-hexanoyl-ACPs,3-Oxohexanoyl-[acyl-carrier protein],"C6H9O2SR', 'C390H611O144N96P1S3', 'C17H29N2O9PRS"
LalaDgluMdap_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",LalaDgluMdap,['C15H25N4O8'],,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8
LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",LalaDgluMdap,['C15H25N4O8'],,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8
phthr_c,O-Phospho-4-hydroxy-L-threonine,phthr,['C4H8NO7P'],META:4-PHOSPHONOOXY-THREONINE,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P
4hthr_c,4-Hydroxy-L-threonine,4hthr,['C4H9NO4'],META:CPD0-2189,4-Hydroxy-L-threonine,C4H9NO4
5dglcn_p,5-Dehydro-D-gluconate,5dglcn,['C6H9O7'],META:5-DEHYDROGLUCONATE,5-Dehydro-D-gluconate,C6H9O7
5dglcn_c,5-Dehydro-D-gluconate,5dglcn,['C6H9O7'],META:5-DEHYDROGLUCONATE,5-Dehydro-D-gluconate,C6H9O7
dad_5_c,5'-Deoxyadenosine,dad_5,['C10H13N5O3'],META:CH33ADO,5'-Deoxyadenosine,C10H13N5O3
5drib_c,5'-deoxyribose,5drib,['C5H10O4'],META:CPD0-2167,5'-deoxyribose,C5H10O4
ade_c,Adenine,ade,['C5H5N5'],META:ADENINE,Adenine,C5H5N5
5mtr_e,5-Methylthio-D-ribose,5mtr,['C6H12O4S'],META:CPD-560,5-Methylthio-D-ribose,C6H12O4S
5mtr_p,5-Methylthio-D-ribose,5mtr,['C6H12O4S'],META:CPD-560,5-Methylthio-D-ribose,C6H12O4S
5mtr_c,5-Methylthio-D-ribose,5mtr,['C6H12O4S'],META:CPD-560,5-Methylthio-D-ribose,C6H12O4S
ru5p__D_c,D-Ribulose 5-phosphate,ru5p__D,['C5H9O8P'],META:RIBULOSE-5P,D-Ribulose 5-phosphate,C5H9O8P
ara5p_c,D-Arabinose 5-phosphate,ara5p,['C5H9O8P'],META:ARABINOSE-5P,D-Arabinose 5-phosphate,C5H9O8P
ocdcea_c,Octadecenoate (n-C18:1),ocdcea,['C18H33O2'],META:OLEATE-CPD,Octadecenoate (n-C18:1),C18H33O2
octeACP_c,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),octeACP,"['C402H635O143N96P1S3', 'C18H33OSR', 'C29H53N2O8PRS']",,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),"C402H635O143N96P1S3', 'C18H33OSR', 'C29H53N2O8PRS"
ocdcaACP_c,Octadecanoyl-ACP (n-C18:0ACP),ocdcaACP,"['C18H35OSR', 'C402H637O143N96P1S3', 'C29H55N2O8PRS']",,Octadecanoyl-ACP (n-C18:0ACP),"C18H35OSR', 'C402H637O143N96P1S3', 'C29H55N2O8PRS"
octa_c,Octanoate (n-C8:0),octa,['C8H15O2'],META:CPD-195,Octanoate (n-C8:0),C8H15O2
malthx_p,Maltohexaose,malthx,['C36H62O31'],META:MALTOHEXAOSE,Maltohexaose,C36H62O31
4abut_c,4-Aminobutanoate,4abut,['C4H9NO2'],META:4-AMINO-BUTYRATE,4-Aminobutanoate,C4H9NO2
akg_c,2-Oxoglutarate,akg,['C5H4O5'],META:2-KETOGLUTARATE,2-Oxoglutarate,C5H4O5
sucsal_c,Succinic semialdehyde,sucsal,['C4H5O3'],META:SUCC-S-ALD,Succinic semialdehyde,C4H5O3
4abut_p,4-Aminobutanoate,4abut,['C4H9NO2'],META:4-AMINO-BUTYRATE,4-Aminobutanoate,C4H9NO2
accoa_c,Acetyl-CoA,accoa,['C23H34N7O17P3S'],META:ACETYL-COA,Acetyl-CoA,C23H34N7O17P3S
btcoa_c,Butanoyl-CoA,btcoa,['C25H38N7O17P3S'],META:BUTYRYL-COA,Butanoyl-CoA,C25H38N7O17P3S
3ohcoa_c,3-Oxohexanoyl-CoA,3ohcoa,['C27H40N7O18P3S'],META:K-HEXANOYL-COA,3-Oxohexanoyl-CoA,C27H40N7O18P3S
hxcoa_c,Hexanoyl-CoA (n-C6:0CoA),hxcoa,['C27H42N7O17P3S'],,Hexanoyl-CoA (n-C6:0CoA),C27H42N7O17P3S
3oocoa_c,3-Oxooctanoyl-CoA,3oocoa,['C29H44N7O18P3S'],META:CPD0-2106,3-Oxooctanoyl-CoA,C29H44N7O18P3S
occoa_c,Octanoyl-CoA (n-C8:0CoA),occoa,['C29H46N7O17P3S'],META:CPD-196,Octanoyl-CoA (n-C8:0CoA),C29H46N7O17P3S
3odcoa_c,3-Oxodecanoyl-CoA,3odcoa,['C31H48N7O18P3S'],META:CPD0-2123,3-Oxodecanoyl-CoA,C31H48N7O18P3S
